NME - Suave (Music Video),weeFM2OdWcs,specialhiphop,3,"NME - Suave (Music Video),weeFM2OdWcsMC Neguinho do ITR e MC Digu - Forte Pra Dar Sorte (kondzilla.com),2qdaHCUNWy0;El Alfa El Jefe - SUAVE (Remix) Ft. Chencho ""Plan B"" Bryant Myers Noriel Jon Z Miky Woodz,SpRpfev01n0;Kamelia - Suave (Video Oficial),JoL4Z-_XivI;El Alfa El Jefe - SUAVE (Remix) Ft. Chencho ""Plan B"" Bryant Myers  Noriel  Jon Z  Miky Woodz,SpRpfev01n0;Shenseea - Instruction (Official Video),TIl3gnanOaw;NME - Suave (Music Video),weeFM2OdWcs",,nme,suave,
0ni-k - Châtiment (Clip officiel) 2019,WR8uCgcKMFQ,rap...rapGame,4,"Nifty Mighty - Mudiwa Diwa [WannaBe Riddim] February 2019 Zimdancehall,h8h_-a10-Ws;0ni-k - Châtiment (Clip officiel) 2019,WR8uCgcKMFQ0ni-k - Châtiment (Clip officiel) 2019,WR8uCgcKMFQ",,ni,,châtiment
Lous and The Yakuza - Tout est gore (Clip officiel),uH73_5U0uCU,rap...rapGame,1,"Lous and The Yakuza - Tout est gore (Clip officiel),uH73_5U0uCULous and The Yakuza - Tout est gore (Clip officiel),uH73_5U0uCU",,lousandtheyakuza,toutestgore,
"EMINEM AND LIL WAYNE ""WOAH"" (NICK CANNON DISS)",QFTqmwfXGGI,rap...rapGame,6,"EMINEM AND LIL WAYNE ""WOAH"" (NICK CANNON DISS),QFTqmwfXGGIEMINEM AND LIL WAYNE ""WOAH"" (NICK CANNON DISS),QFTqmwfXGGI",,eminemandlilwaynewoah,nickcannondiss,
Leto - Double Bang Episode 8 (Freestyle),Je8kdy18BV4,rap...rapGame,3,"Myth Syzer (Ft. Leto) - Non Stop (Audio),NlN0-FyLUHk;Leto - Double Bang Episode 2 (Freestyle),sHLgxA1MHbs;Leto - Double Bang Episode 1 (Freestyle),h1VlnuEXVik;Leto - Double Bang Episode 3 (Freestyle),VHCEEjYrj3s;Leto - Double Bang Episode 4 (Freestyle),T45RiHiMLYQ;Leto - Double Bang Episode 5 (Freestyle),GDGUarh9m04;Leto - Adios (Clip officiel),TXbNpB8tD1Y;Leto - Hall à la scène (Clip officiel),bDOs0DDAp7Q;Leto - Tu déconnes feat. Rim'K (Clip officiel),9rZsfrfS7Nc;Leto - A&H (Clip officiel),9-n0PT1yVMQ;Leto - Double Bang Episode 8 (Freestyle),Je8kdy18BV4Leto - Double Bang Episode 2 (Freestyle),sHLgxA1MHbs;Leto - Double Bang Episode 1 (Freestyle),h1VlnuEXVik;Leto - Double Bang Episode 3 (Freestyle),VHCEEjYrj3s;Leto - Double Bang Episode 4 (Freestyle),T45RiHiMLYQ;Leto - Double Bang Episode 5 (Freestyle),GDGUarh9m04;Leto - Double Bang Episode 8 (Freestyle),Je8kdy18BV4TiBab - Freestyle #2,68w6eiGntZE;Sirap - Freestyle 1,s47-uRlLDPQ;Draculla - Free Style [V11 Riddim] October 2018 Zimdancehall,oIUY3wJE8-Y;Juvie - Freestyle [Music Video] | Link Up TV,ndl3wBvQm1k;三浦大知 - Free Style(DAICHI MIURA LIVE 2009ver.),LO4fm0i-xbk;Kinnah - Freestyle 1 [Rasvika Shoko ""Singles Collection""] January 2019 Zimdancehall,6i7toPOXalw;Kinnah - Freestyle [Rasvika Shoko ""Singles Collection""] January 2019 Zimdancehall,tANTvERnsZQ;JAHYANAI - DWEET SO || OFFICIAL MUSIC VIDEO ||,5RVV3XYj7sY;Shiverz - Freestyle [Music Video] @nodeception,p1lNVpz3Qjs;Kalash - 2 Pour Sang (Freestyle),wW87pNawJ-g;La Tchad - La Bavette - (Freestyle),7dgxxub98Qg;Bolémvn - Salut Les Terriens Part.3 (Freestyle),OXcDZqMeNrE;Leto - Double Bang Episode 2 (Freestyle),sHLgxA1MHbs;Leto - Double Bang Episode 1 (Freestyle),h1VlnuEXVik;J. Cole ""Album Of The Year (Freestyle)"" (WSHH Exclusive - Official Music Video),q_ohmJtsUYs;FREESTYLE : 王闪火 3HO x 布瑞吉BRIDGE - 成都重庆 [ THROW BACK BATTLE ] 🎤🎤🎤,PeZGxYDogfg;Myka - 808 Freestyle [Music Video] | Link Up TV,R5qPFX_9EMw;Sarkodie - My Advice (Freestyle + Lyrics),FDxGBCQF_iY;Thutmose - Taste (Freestyle) [Official Music Video],okcI42TgMII;Sexion d'Assaut - Freestyle - Enmode.fr #XFiles I Daymolition,Cs8zCKAHwUo;Despo Rutti - Freestyle - Enmode.fr #XFiles I Daymolition,ADIW4WaO2Xk;D. Ace - SNCF ( Freestyle ),1z3XIxltEy8;FreeStyle - Machine A Work Mixtape - 2018,KjG51FwBwIk;Leto - Double Bang Episode 3 (Freestyle),VHCEEjYrj3s;Leto - Double Bang Episode 4 (Freestyle),T45RiHiMLYQ;Leto - Double Bang Episode 5 (Freestyle),GDGUarh9m04;Tu No Metes Cabra Remix (Freestyle) Official Video - El Che,IMoGDxzwKUc;KAMBZ- Fais le (freestyle #1),jlQMqqZMh70;POMPIS - JIGGLE -  [ FREESTYLE OFFICIAL VIDEO ]   - DJ SKUNK,LbRHN-sFQAg;Benjii Baby - 2018 Freestyle (Official Video),ykqRcDlPgdY;Hitavelz - Respect The Game (Freestyle) [Music Video] | Link Up TV,l-0Vq6bizMA;Lemon Haze - Liberta (Freestyle),tL-TXLZwvQk;Dr. Kex - Freestyle - June 2019,ZRyxzKY8LaY;SAÏK - MOUN AN MWEN [Freestyle],_qZEUlFSmbE;Nic Christiana - Heart On My Sleeve (Freestyle) [Music Video] | Link Up TV,REugMdNPkjA;Liim’s - Pintero #1 (Freestyle),XtrNgTzqYyA;Shan rodriguez - AUDI (Freestyle),4dQ9gcrP3J0;Jhené Aiko - Triggered (freestyle),t3aHdZfJckg;Shotas - Wow (Freestyle),YqbvaCe9lu8;Doe Boy ""Poor Or Rich (Freestyle)"" (WSHH Exclusive - Official Music Video),H-w2lJ5Bw4E;Hornet la Frappe - La Peuf #4 (Freestyle),DRkMWLpNkRA;Uncle Murda ""So Brooklyn (Freestyle)""  (WSHH Exclusive - Official Music Video),GRwoiALHisQ;FBG Dutchie -""Put Inna Blender [Freestyle]""(Official Music Video),hAEfFAbiJDs;Leto - Double Bang Episode 8 (Freestyle),Je8kdy18BV4",,leto,doublebangepisode,freestyle
M Dot R - Flowers [Music Video] | Link Up TV,PSZ4YJUHhhM,rap...rapGame,4,"M Dot R ft. Gritty Gritz X Scrufizzer - Sekkle & Calm [Music Video] | Link Up TV,kqHoPyxF6fg;M Dot R -  Active [Music Video] | Link Up TV,gHMQuBroTGg;M Dot R - Likkle But Talawa [Music Video] | Link Up TV,5b-u4ERcVr0;M Dot R - Drip Like Water [Music Video] | Link Up TV,ePjSsMVYfq4;M Dot R - Flowers [Music Video] | Link Up TV,PSZ4YJUHhhMflowers - in love with a ghost,vVX_WSpqJ5w;The Tech Thieves - Flowers,pnEQ4Dz8PsM;M Dot R - Flowers [Music Video] | Link Up TV,PSZ4YJUHhhM",,mdotr,flowers,
NLE Choppa - Matrix (Live Session) | Vevo Ctrl,RNET14DO_8c,Live,2,"Birdman Juvenile - Dreams ft. NLE Choppa,aKHmZHZMZQI;NLE Choppa - Shotta Flow (Official Music Video),3W0e7aI0gAg;NLE Choppa - Shotta Flow Remix ft. Blueface (Dir. by @_ColeBennett_),2KDlDuS6r6I;SKYXXX ""Hotboy Remix"" (feat. NLE Choppa) (WSHH Heatseekers - Official Music Video),b8mDviG7MAs;NLE Choppa - Forever (Official Music Video),SzQzNBJ61R0;NLE Choppa - Matrix (Live Session) | Vevo Ctrl,RNET14DO_8c;BurnOne Breeze - “Honor Roll” feat. NLE Choppa (Official Music Video - WSHH Exclusive),pNthH_u7FbcMatrix - Everywere Me Go [Official HD Video] January 2019 Zimdancehall,tvBMm798kug;NLE Choppa - Matrix (Live Session) | Vevo Ctrl,RNET14DO_8cNeo Pistea - Criminal (Live Session) | Vevo Ctrl,eMU2SD0gM_A;Conway the Machine - Half Of It (Live Session) | Vevo Ctrl,ixUuNnj22Q0;NLE Choppa - Matrix (Live Session) | Vevo Ctrl,RNET14DO_8c",,nlechoppa,matrix,livesessionvevoctrl
Smokepurpp - “On Purppose” (Official Music Video - WSHH Exclusive),PBHiO3ZMPsk,rap...rapGame,2,"Smokepurpp - Sauce Like This (Official Music Video),HCzJUnVZ-eU;Smokepurpp - Nephew ft. Lil Pump (Official Music Video),nuusAVJCyOA;Smokepurpp - Fingers Blue ft. Travis Scott (Official Music Video),lSTlVEBY11o;Wiz Khalifa ft. Smokepurpp - Captain Remix [Official Lyrics],jDmYkbEJGuI;Octavian - Take It Easy ft. Smokepurpp,lCiqtsKvVhU;Smokepurpp - “On Purppose” (Official Music Video - WSHH Exclusive),PBHiO3ZMPskSmokepurpp - “On Purppose” (Official Music Video - WSHH Exclusive),PBHiO3ZMPsk",,smokepurpp,onpurppose,
JDO - On My Mind [Music Video] Link Up TV,df70Ph5qccI,rap...rapGame,4,"JDO - On My Mind [Music Video] Link Up TV,df70Ph5qccIBrian Culbertson- On My Mind,CCw-vcq2n4k;Perfect ORG - On My Mind [Produced By Golden Eye Records] October 2018 Zimdancehall,ecdoVVTXlq8;Jorja Smith X Preditah - On My Mind,PA5uuBCtZ5k;Sonny Alven - On My Mind,R0bZDcQbjpQ;Mimi Mxnroe ft Pryme Kingz - On My Mind [Music Video] | Link Up TV,yRHHuBHuwSg;JDO - On My Mind [Music Video] Link Up TV,df70Ph5qccI",,jdo,onmymind,
Ed Sheeran - Take Me Back To London (Sir Spyro Remix) [feat. Stormzy Jaykae & Aitch],XJQy_R9CYR4,Mix,1,"ED SHEERAN - Perfect  (Aldo Blaga cover),lX1o4mQbuCs;Ed Sheeran - Photograph • Me Before You,fQWhenQgXo8;Ed Sheeran – Perfect Symphony feat. Andrea Bocelli [Live at Wembley Stadium],9qTLOVC_khU;Ed Sheeran - Impossible (Lyrics),aja8Vk7IUJs;Ed Sheeran - Perfect Symphony (with Andrea Bocelli),eiDiKwbGfIY;Ed Sheeran - Shape Of You | 8D Audio,YzLmxxYuCiY;Ed Sheeran - Perfect | 8D Audio,mTyrls7Wt_c;Ed Sheeran - Happier (Official Video),iWZmdoY1aTE;Eminem - River ft. Ed Sheeran,wfWIs2gFTAM;Eminem - River ft. Ed Sheeran (Official Video),wfWIs2gFTAM;Ed Sheeran - Beautiful People (feat. Khalid) [Official Video],mj0XInqZMHY;Ed Sheeran - Cross Me (feat. Chance The Rapper & PnB Rock) [Official Video],S5n9emOr7SQ;Ed Sheeran - South of the Border (feat. Camila Cabello & Cardi B) [Official Lyric Video],q07RanslaGM;Ed Sheeran - Nothing On You (feat. Paulo Londra & Dave) [SBTV],IOOcbIyoW_0;Ed Sheeran - South of the Border (feat. Camila Cabello & Cardi B) [Official Video],UPOT2tgY9QQ;Ed Sheeran - South Of The Border (feat. Camila Cabello & Cardi B) [Sam Feldt Remix],d7inI8vlUDc;Ed Sheeran - Take Me Back To London (Sir Spyro Remix) [feat. Stormzy Jaykae & Aitch],XJQy_R9CYR4;Ed Sheeran - Put It All On Me (feat. Ella Mai) [Official Video],ryJgDL9jzKkEd Sheeran - Take Me Back To London (Sir Spyro Remix) [feat. Stormzy Jaykae & Aitch],XJQy_R9CYR4Mahalia - Do Not Disturb (Sir Spyro Remix),219lxHQwlWQ;Ed Sheeran - Take Me Back To London (Sir Spyro Remix) [feat. Stormzy Jaykae & Aitch],XJQy_R9CYR4",,edsheeran,takemebacktolondon,sirspyrore
Sbazzo ❌MODERNSKY ZERO【 MINI-DOC 】🚨🚨🚨,FxwR8fZHE6U,rap...rapGame,1,"Sbazzo ❌MODERNSKY ZERO【 MINI-DOC 】🚨🚨🚨,FxwR8fZHE6UDOC [Official HD Trailer] Premiers August 30th 2018 Death & Other Complications @ Harare SK Cinema,HSvJkVwpFFs;Sbazzo ❌MODERNSKY ZERO【 MINI-DOC 】🚨🚨🚨,FxwR8fZHE6U",,sbazzomodernskyzeromini,doc,
Narcos Brown - Stories [Music Video] Link Up TV,9pCv0Yqznss,rap...rapGame,2,"Narcos Brown - Stories [Music Video] Link Up TV,9pCv0YqznssMox - Stories [Music Video] @MoxMusic1981,prEJE0l3a80;Narcos Brown - Stories [Music Video] Link Up TV,9pCv0Yqznss",,narcosbrown,stories,
Kenji. On m'a dit. Clip Officiel. LKP Visuel. Production KFA,f-WN6p7HRG4,rap...rapGame,2,"Kenji. On m'a dit. Clip Officiel. LKP Visuel. Production KFA,f-WN6p7HRG4",,kenjionmadit,,
Pmillion x Ekay - SLATT [Music Video] | Link Up TV,SqvfYqC916Q,rap...rapGame,2,"Pmillion x Ekay - SLATT [Music Video] | Link Up TV,SqvfYqC916QPmillion x Ekay - SLATT [Music Video] | Link Up TV,SqvfYqC916Q",,pmillionxekay,slatt,
PTD Brazy - “It's Up” (Official Music Video - WSHH Heatseekers),gPfxBNFGEBY,rap...rapGame,2,"PTD Brazy - “It's Up” (Official Music Video - WSHH Heatseekers),gPfxBNFGEBYPTD Brazy - “It's Up” (Official Music Video - WSHH Heatseekers),gPfxBNFGEBY",,ptdbrazy,itsup,
Yowda - Criminal Mind (Official Video),4nROfwQ8xNc,rap...rapGame,2,"Yowda Feat. Rick Ross ""Brick Man Remix"" (WSHH Exclusive - Official Music Video),ds776vQDhjg;Yowda - Criminal Mind (Official Video),4nROfwQ8xNcYowda - Criminal Mind (Official Video),4nROfwQ8xNc",,yowda,criminalmind,
Babygirl - Waterthemelon OFFICIAL MUSIC VIDEO,dgLrISkTKHo,rap...rapGame,2,"AR Spaydez - Baby Girl [Offical Music Video],pOc3Jn-JNUo;VirtuS - Baby Girl (Remix) [Official Lyric Video 2019],vAo7Q-HKd70;Babygirl - Waterthemelon OFFICIAL MUSIC VIDEO,dgLrISkTKHoBabygirl - Waterthemelon OFFICIAL MUSIC VIDEO,dgLrISkTKHo",,babygirl,waterthemelon,
Monique - PSA [Music Video] | Link Up TV,ZuACXERhCmA,rap...rapGame,2,"Monique - PSA [Music Video] | Link Up TV,ZuACXERhCmADi Genius -  Psa: Wul a Di Yute Dem Inna Di Street Need Fi Hear Dis!!,IwVG72YSqCk;Luciano - War Against Jah Children - God Alone Riddim (Katsjam Digital) May 2018,22tIVXY3T5A;Neilium - Celebration [Celebration Riddim] November 2018,dyEap-jI_dg;RoryStoneLove & Tara Harrison - PSA [Official Video 2019],xmmEVOzvWos;Monique - PSA [Music Video] | Link Up TV,ZuACXERhCmA",,monique,psa,
Kaliel x Lucian - Risk [Music Video] Link Up TV,xolBwHe_604,rap...rapGame,2,"Kaliel x Lucian - Risk [Music Video] Link Up TV,xolBwHe_604Kaliel x Lucian - Risk [Music Video] Link Up TV,xolBwHe_604",,kalielxlucian,risk,
